Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Linear Trend ,,,
12,03/12/2010,"1,069,533.17",0,43.33,3.041,126.7313333,14.313,"379,766.75",,,
12,10/12/2010,"1,121,934.15",0,50.01,3.203,126.7934,14.313,"377,404.97",,,
12,17/12/2010,"1,295,605.35",0,52.77,3.236,126.8794839,14.313,"371,842.04",,,
12,24/12/2010,"1,768,249.89",0,52.02,3.236,126.9835806,14.313,"361,899.42",,,
12,31/12/2010,"891,736.91",1,45.64,3.148,127.0876774,14.313,"339,858.25",,,
12,07/01/2011,"910,110.24",0,37.64,3.287,127.1917742,14.021,"343,633.51",,,
12,14/01/2011,"812,011.80",0,43.15,3.312,127.3009355,14.021,"346,786.98",,,
12,21/01/2011,"802,105.50",0,53.53,3.223,127.4404839,14.021,"351,864.92",,,
12,28/01/2011,"873,119.06",0,50.74,3.342,127.5800323,14.021,"356,600.50",,,
12,04/02/2011,"1,046,068.17",0,45.14,3.348,127.7195806,14.021,"361,428.94",,,
12,11/02/2011,"1,086,421.57",1,51.3,3.381,127.859129,14.021,"362,465.07",,,
12,18/02/2011,"1,128,485.10",0,53.35,3.43,127.99525,14.021,"362,387.87",,,
12,25/02/2011,"1,046,203.72",0,48.45,3.53,128.13,14.021,"361,439.10",,,
12,04/03/2011,"1,085,248.21",0,51.72,3.674,128.26475,14.021,"362,955.98",,,
12,11/03/2011,"997,672.62",0,57.75,3.818,128.3995,14.021,"363,605.37",,,
12,18/03/2011,"1,009,502.01",0,64.21,3.692,128.5121935,14.021,"365,892.11",,,
12,25/03/2011,"954,107.32",0,54.4,3.909,128.6160645,14.021,"368,138.15",,,
12,01/04/2011,"1,005,463.49",0,63.63,3.772,128.7199355,13.736,"371,592.71",,,
12,08/04/2011,"998,362.05",0,64.47,4.003,128.8238065,13.736,"374,061.32",,,
12,15/04/2011,"990,951.77",0,57.63,3.868,128.9107333,13.736,"376,593.93",,,
12,22/04/2011,"1,016,019.47",0,72.12,4.134,128.9553,13.736,"378,920.40",,,
12,29/04/2011,"994,966.10",0,68.27,4.151,128.9998667,13.736,"379,837.10",,,
12,06/05/2011,"1,021,154.48",0,68.4,4.193,129.0444333,13.736,"382,792.95",,,
12,13/05/2011,"977,033.50",0,70.93,4.202,129.089,13.736,"384,885.75",,,
12,20/05/2011,"924,134.99",0,66.59,4.169,129.0756774,13.736,"387,927.27",,,
12,27/05/2011,"964,332.51",0,76.67,4.087,129.0623548,13.736,"392,529.48",,,
12,03/06/2011,"970,328.68",0,71.81,4.031,129.0490323,13.736,"396,668.60",,,
12,10/06/2011,"996,937.95",0,78.72,3.981,129.0357097,13.736,"400,376.57",,,
12,17/06/2011,"986,504.93",0,86.84,3.935,129.0432,13.736,"403,422.77",,,
12,24/06/2011,"997,282.75",0,88.95,3.898,129.0663,13.736,"406,147.85",,,
12,01/07/2011,"961,993.34",0,89.85,3.842,129.0894,13.503,"409,417.55",,,
12,08/07/2011,"943,717.38",0,89.9,3.705,129.1125,13.503,"413,059.60",,,
12,15/07/2011,"936,001.98",0,88.1,3.692,129.1338387,13.503,"417,298.13",,,
12,22/07/2011,"922,231.92",0,91.17,3.794,129.1507742,13.503,"422,251.02",,,
12,29/07/2011,"890,547.07",0,93.29,3.805,129.1677097,13.503,"427,336.09",,,
12,05/08/2011,"988,712.52",0,90.61,3.803,129.1846452,13.503,"433,755.44",,,
12,12/08/2011,"955,913.68",0,91.04,3.701,129.2015806,13.503,"437,594.00",,,
12,19/08/2011,"966,817.24",0,91.74,3.743,129.2405806,13.503,"442,782.88",,,
12,26/08/2011,"1,017,593.47",0,94.61,3.74,129.2832581,13.503,"447,137.04",,,
12,02/09/2011,"1,052,051.45",0,93.66,3.798,129.3259355,13.503,"451,326.41",,,
12,09/09/2011,"922,850.57",1,88,3.913,129.3686129,13.503,"455,747.25",,,
12,16/09/2011,"889,290.23",0,76.36,3.918,129.4306,13.503,"462,665.25",,,
12,23/09/2011,"871,692.74",0,82.95,3.789,129.5183333,13.503,"469,843.28",,,
12,30/09/2011,"866,401.45",0,83.26,3.877,129.6060667,13.503,"477,942.92",,,
12,07/10/2011,"951,244.66",0,70.44,3.827,129.6938,12.89,"486,340.51",,,
12,14/10/2011,"927,600.01",0,67.31,3.805,129.7706452,12.89,"492,090.58",,,
12,21/10/2011,"938,604.58",0,73.05,3.842,129.7821613,12.89,"499,286.36",,,
12,28/10/2011,"990,926.38",0,67.41,3.727,129.7936774,12.89,"506,170.89",,,
12,04/11/2011,"1,051,944.79",0,59.77,3.828,129.8051935,12.89,"512,646.49",,,
12,11/11/2011,"1,095,091.53",0,48.76,3.824,129.8167097,12.89,"517,802.49",,,
12,18/11/2011,"970,641.34",0,54.2,3.813,129.8268333,12.89,"521,977.92",,,
12,25/11/2011,"1,591,920.42",1,53.25,3.622,129.8364,12.89,"528,701.62",,,
12,02/12/2011,"1,071,383.10",0,52.5,3.701,129.8459667,12.89,"521,021.80",,,
12,09/12/2011,"1,189,646.45",0,42.17,3.644,129.8555333,12.89,"526,432.96",,,
12,16/12/2011,"1,293,404.18",0,43.29,3.6,129.8980645,12.89,"527,485.92",,,
12,23/12/2011,"1,617,612.03",0,45.4,3.541,129.9845484,12.89,"525,214.55",,,
12,30/12/2011,"1,111,638.07",1,44.64,3.428,130.0710323,12.89,"513,111.97",,,
12,06/01/2012,"945,823.65",0,50.43,3.599,130.1575161,12.187,"519,356.11",,,
12,13/01/2012,"865,467.86",0,48.07,3.657,130.244,12.187,"528,759.38",,,
12,20/01/2012,"855,922.64",0,46.2,3.66,130.2792258,12.187,"539,910.72",,,
12,27/01/2012,"888,203.69",0,50.43,3.675,130.3144516,12.187,"551,216.12",,,
12,03/02/2012,"1,058,767.95",0,50.58,3.702,130.3496774,12.187,"562,746.76",,,
12,10/02/2012,"1,199,330.85",1,52.27,3.722,130.3849032,12.187,"570,674.33",,,
12,17/02/2012,"1,240,048.85",0,51.8,3.781,130.4546207,12.187,"575,783.68",,,
12,24/02/2012,"1,112,034.72",0,53.13,3.95,130.5502069,12.187,"579,445.87",,,
12,02/03/2012,"1,147,636.96",0,52.27,4.178,130.6457931,12.187,"587,010.94",,,
12,09/03/2012,"1,113,208.57",0,54.54,4.25,130.7413793,12.187,"593,920.86",,,
12,16/03/2012,"1,088,498.52",0,64.44,4.273,130.8261935,12.187,"601,316.75",,,
12,23/03/2012,"1,045,419.87",0,56.26,4.038,130.8966452,12.187,"608,914.93",,,
12,30/03/2012,"1,025,382.22",0,64.36,4.294,130.9670968,12.187,"618,090.88",,,
12,06/04/2012,"1,128,765.71",0,64.05,4.121,131.0375484,11.627,"627,364.15",,,
12,13/04/2012,"1,083,811.19",0,64.28,4.254,131.108,11.627,"633,093.80",,,
12,20/04/2012,"1,006,486.96",0,66.73,4.222,131.1173333,11.627,"641,099.82",,,
12,27/04/2012,"1,004,252.38",0,77.99,4.193,131.1266667,11.627,"651,034.99",,,
12,04/05/2012,"1,073,433.69",0,76.03,4.171,131.136,11.627,"661,040.16",,,
12,11/05/2012,"1,041,995.22",0,77.27,4.186,131.1453333,11.627,"670,039.79",,,
12,18/05/2012,"1,020,486.05",0,84.51,4.11,131.0983226,11.627,"679,027.24",,,
12,25/05/2012,"991,514.21",0,83.84,4.293,131.0287742,11.627,"688,113.38",,,
12,01/06/2012,"981,345.20",0,78.11,4.277,130.9592258,11.627,"698,379.83",,,
12,08/06/2012,"1,086,231.47",0,84.83,4.103,130.8896774,11.627,"708,996.91",,,
12,15/06/2012,"1,019,555.51",0,85.94,4.144,130.8295333,11.627,"717,283.74",,,
12,22/06/2012,"981,386.25",0,91.61,4.014,130.7929,11.627,"726,872.26",,,
12,29/06/2012,"943,124.74",0,90.47,3.875,130.7562667,11.627,"737,560.42",,,
12,06/07/2012,"1,014,898.78",0,89.13,3.765,130.7196333,10.926,"749,338.69",,,
12,13/07/2012,"960,312.75",0,95.61,3.723,130.683,10.926,"759,253.58",,,
12,20/07/2012,"941,550.34",0,85.53,3.726,130.7012903,10.926,"771,363.84",,,
12,27/07/2012,"916,967.92",0,93.47,3.769,130.7195806,10.926,"783,540.43",,,
12,03/08/2012,"958,667.23",0,88.16,3.76,130.737871,10.926,"797,182.68",,,
12,10/08/2012,"984,689.90",0,95.91,3.811,130.7561613,10.926,"809,489.78",,,
12,17/08/2012,"1,005,003.12",0,94.87,4.002,130.7909677,10.926,"821,613.11",,,
12,24/08/2012,"1,048,101.39",0,85.32,4.055,130.8381613,10.926,"833,227.77",,,
12,31/08/2012,"1,061,943.49",0,89.78,4.093,130.8853548,10.926,"844,650.24",,,
12,07/09/2012,"955,146.04",1,88.52,4.124,130.9325484,10.926,"855,927.19",,,
12,14/09/2012,"885,892.37",0,83.64,4.133,130.9776667,10.926,"868,209.39",,,
12,21/09/2012,"922,735.37",0,82.97,4.125,131.0103333,10.926,"883,338.48",,,
12,28/09/2012,"880,415.67",0,81.22,3.966,131.043,10.926,"897,975.54",,,
12,05/10/2012,"979,825.92",0,81.61,3.966,131.0756667,10.199,"913,426.97",,,
12,12/10/2012,"934,917.47",0,71.74,4.468,131.1083333,10.199,"926,850.38",,,
12,19/10/2012,"960,945.43",0,68.66,4.449,131.1499677,10.199,"941,353.44",,,
12,26/10/2012,"974,697.60",0,65.95,4.301,131.1930968,10.199,"955,516.91",,,
13,05/02/2010,"1,967,220.53",0,31.53,2.666,126.4420645,8.316,"969,523.55",,,
13,12/02/2010,"2,030,933.46",1,33.16,2.671,126.4962581,8.316,"965,753.73",,,
13,19/02/2010,"1,970,274.64",0,35.7,2.654,126.5262857,8.316,"967,549.74",,,
13,26/02/2010,"1,817,850.32",0,29.98,2.667,126.5522857,8.316,"966,683.92",,,
13,05/03/2010,"1,939,980.43",0,40.65,2.681,126.5782857,8.316,"968,738.05",,,
13,12/03/2010,"1,840,686.94",0,37.62,2.733,126.6042857,8.316,"968,142.22",,,
13,19/03/2010,"1,879,794.89",0,42.49,2.782,126.6066452,8.316,"969,542.50",,,
13,26/03/2010,"1,882,095.98",0,41.48,2.819,126.6050645,8.316,"971,063.30",,,
13,02/04/2010,"2,142,482.14",0,42.15,2.842,126.6034839,8.107,"972,688.51",,,
13,09/04/2010,"1,898,321.33",0,38.97,2.877,126.6019032,8.107,"967,615.44",,,
13,16/04/2010,"1,819,660.44",0,50.39,2.915,126.5621,8.107,"967,647.66",,,
13,23/04/2010,"1,909,330.77",0,55.66,2.936,126.4713333,8.107,"969,780.56",,,
13,30/04/2010,"1,785,823.37",0,48.33,2.941,126.3805667,8.107,"970,590.17",,,
13,07/05/2010,"2,005,478.46",0,44.42,2.948,126.2898,8.107,"973,546.52",,,
13,14/05/2010,"1,890,273.44",0,50.15,2.962,126.2085484,8.107,"971,482.69",,,
13,21/05/2010,"1,853,657.60",0,57.71,2.95,126.1843871,8.107,"972,746.45",,,
13,28/05/2010,"1,877,358.86",0,53.11,2.908,126.1602258,8.107,"974,706.55",,,
13,04/06/2010,"2,022,705.22",0,59.85,2.871,126.1360645,8.107,"975,549.00",,,
13,11/06/2010,"2,037,880.96",0,65.24,2.841,126.1119032,8.107,"973,465.41",,,
13,18/06/2010,"2,003,435.31",0,58.41,2.819,126.114,8.107,"972,008.35",,,
13,25/06/2010,"1,970,340.25",0,71.83,2.82,126.1266,8.107,"971,070.25",,,
13,02/07/2010,"2,018,314.71",0,78.82,2.814,126.1392,7.951,"970,647.77",,,
13,09/07/2010,"1,870,843.90",0,71.33,2.802,126.1518,7.951,"968,981.35",,,
13,16/07/2010,"1,932,231.05",0,77.79,2.791,126.1498065,7.951,"970,105.73",,,
13,23/07/2010,"1,907,351.20",0,82.27,2.797,126.1283548,7.951,"971,157.79",,,
13,30/07/2010,"1,817,887.23",0,78.94,2.797,126.1069032,7.951,"973,182.65",,,
13,06/08/2010,"1,969,121.45",0,81.24,2.802,126.0854516,7.951,"976,404.65",,,
13,13/08/2010,"1,877,592.55",0,74.93,2.837,126.064,7.951,"976,404.41",,,
13,20/08/2010,"1,997,397.63",0,76.34,2.85,126.0766452,7.951,"978,875.23",,,
13,27/08/2010,"1,908,278.27",0,75.31,2.854,126.0892903,7.951,"979,667.21",,,
13,03/09/2010,"1,911,852.58",0,65.71,2.868,126.1019355,7.951,"981,968.90",,,
13,10/09/2010,"1,772,143.94",1,65.74,2.87,126.1145806,7.951,"983,114.20",,,
13,17/09/2010,"1,790,279.74",0,66.84,2.875,126.1454667,7.951,"986,189.21",,,
13,24/09/2010,"1,705,655.09",0,68.22,2.872,126.1900333,7.951,"990,720.29",,,
13,01/10/2010,"1,765,584.48",0,68.74,2.853,126.2346,7.795,"996,968.30",,,
13,08/10/2010,"1,871,924.07",0,63.03,2.841,126.2791667,7.795,"1,002,570.83",,,
13,15/10/2010,"1,851,431.06",0,54.12,2.845,126.3266774,7.795,"1,005,066.30",,,
13,22/10/2010,"1,796,949.59",0,56.89,2.849,126.3815484,7.795,"1,008,984.10",,,
13,29/10/2010,"1,887,895.07",0,45.12,2.841,126.4364194,7.795,"1,013,644.68",,,
13,05/11/2010,"1,854,967.66",0,49.96,2.831,126.4912903,7.795,"1,016,720.40",,,
13,12/11/2010,"1,939,964.63",0,42.55,2.831,126.5461613,7.795,"1,019,622.61",,,
13,19/11/2010,"1,925,393.91",0,42,2.842,126.6072,7.795,"1,021,273.28",,,
13,26/11/2010,"2,766,400.05",1,28.22,2.83,126.6692667,7.795,"1,024,006.01",,,
13,03/12/2010,"2,083,379.89",0,25.8,2.812,126.7313333,7.795,"1,008,386.19",,,
13,10/12/2010,"2,461,468.35",0,36.78,2.817,126.7934,7.795,"1,006,931.08",,,
13,17/12/2010,"2,771,646.81",0,35.21,2.842,126.8794839,7.795,"997,846.66",,,
13,24/12/2010,"3,595,903.20",0,34.9,2.846,126.9835806,7.795,"983,320.87",,,
13,31/12/2010,"1,675,292.00",1,26.79,2.868,127.0876774,7.795,"949,959.37",,,
13,07/01/2011,"1,744,544.39",0,16.94,2.891,127.1917742,7.47,"958,680.98",,,
13,14/01/2011,"1,682,316.31",0,20.6,2.903,127.3009355,7.47,"964,758.44",,,
13,21/01/2011,"1,770,177.37",0,34.8,2.934,127.4404839,7.47,"972,869.94",,,
13,28/01/2011,"1,633,663.12",0,31.64,2.96,127.5800323,7.47,"979,449.79",,,
13,04/02/2011,"1,848,186.58",0,23.35,2.974,127.7195806,7.47,"988,830.77",,,
13,11/02/2011,"1,944,438.90",1,30.83,3.034,127.859129,7.47,"992,563.75",,,
13,18/02/2011,"2,003,480.59",0,40.85,3.062,127.99525,7.47,"995,079.16",,,
13,25/02/2011,"1,831,933.95",0,33.17,3.12,128.13,7.47,"996,506.63",,,
13,04/03/2011,"1,894,960.68",0,34.23,3.23,128.26475,7.47,"1,001,327.26",,,
13,11/03/2011,"1,852,432.58",0,41.28,3.346,128.3995,7.47,"1,004,127.36",,,
13,18/03/2011,"1,852,443.78",0,44.69,3.407,128.5121935,7.47,"1,008,305.46",,,
13,25/03/2011,"1,807,545.43",0,42.38,3.435,128.6160645,7.47,"1,012,485.15",,,
13,01/04/2011,"1,864,238.64",0,42.49,3.487,128.7199355,7.193,"1,017,671.39",,,
13,08/04/2011,"1,887,465.04",0,42.75,3.547,128.8238065,7.193,"1,022,146.63",,,
13,15/04/2011,"1,950,994.04",0,41.72,3.616,128.9107333,7.193,"1,025,130.29",,,
13,22/04/2011,"2,124,316.34",0,47.55,3.655,128.9553,7.193,"1,027,682.09",,,
13,29/04/2011,"1,895,583.12",0,43.85,3.683,128.9998667,7.193,"1,025,865.21",,,
13,06/05/2011,"1,986,380.40",0,47.75,3.744,129.0444333,7.193,"1,029,521.38",,,
13,13/05/2011,"1,958,823.56",0,52.4,3.77,129.089,7.193,"1,030,770.96",,,
13,20/05/2011,"1,860,923.55",0,52.12,3.802,129.0756774,7.193,"1,033,053.36",,,
13,27/05/2011,"1,866,369.93",0,54.62,3.778,129.0623548,7.193,"1,037,018.47",,,
13,03/06/2011,"1,935,593.87",0,52.76,3.752,129.0490323,7.193,"1,040,086.33",,,
13,10/06/2011,"1,997,816.98",0,61.39,3.732,129.0357097,7.193,"1,042,222.71",,,
13,17/06/2011,"2,086,433.49",0,63.35,3.704,129.0432,7.193,"1,043,146.17",,,
13,24/06/2011,"2,009,163.08",0,66.38,3.668,129.0663,7.193,"1,043,198.28",,,
13,01/07/2011,"2,048,035.74",0,74.29,3.613,129.0894,6.877,"1,044,417.23",,,
13,08/07/2011,"2,021,699.38",0,77.3,3.563,129.1125,6.877,"1,045,065.58",,,
13,15/07/2011,"1,956,813.31",0,75.59,3.553,129.1338387,6.877,"1,046,163.98",,,
13,22/07/2011,"1,987,089.36",0,78.5,3.563,129.1507742,6.877,"1,048,936.03",,,
13,29/07/2011,"1,880,785.69",0,77.62,3.574,129.1677097,6.877,"1,051,778.60",,,
13,05/08/2011,"2,076,231.80",0,75.56,3.595,129.1846452,6.877,"1,056,168.91",,,
13,12/08/2011,"1,970,341.38",0,75.95,3.606,129.2015806,6.877,"1,056,474.74",,,
13,19/08/2011,"2,090,340.98",0,76.68,3.578,129.2405806,6.877,"1,059,209.66",,,
13,26/08/2011,"2,035,244.54",0,81.53,3.57,129.2832581,6.877,"1,060,480.79",,,
13,02/09/2011,"1,953,628.82",0,77,3.58,129.3259355,6.877,"1,059,888.05",,,
13,09/09/2011,"1,872,921.31",1,70.19,3.619,129.3686129,6.877,"1,064,087.67",,,
13,16/09/2011,"1,923,223.82",0,67.54,3.641,129.4306,6.877,"1,066,259.50",,,
13,23/09/2011,"1,847,430.96",0,63.6,3.648,129.5183333,6.877,"1,070,115.54",,,
13,30/09/2011,"1,835,662.69",0,68.28,3.623,129.6060667,6.877,"1,074,975.03",,,
13,07/10/2011,"2,067,232.56",0,60.62,3.592,129.6938,6.392,"1,080,428.53",,,
13,14/10/2011,"1,929,659.07",0,51.74,3.567,129.7706452,6.392,"1,080,779.27",,,
13,21/10/2011,"1,973,544.27",0,54.66,3.579,129.7821613,6.392,"1,084,356.09",,,
13,28/10/2011,"1,948,733.81",0,47.41,3.567,129.7936774,6.392,"1,086,495.83",,,
13,04/11/2011,"2,036,317.54",0,43.51,3.538,129.8051935,6.392,"1,088,656.55",,,
13,11/11/2011,"2,111,592.09",0,33.8,3.513,129.8167097,6.392,"1,088,796.90",,,
13,18/11/2011,"2,016,323.51",0,40.65,3.489,129.8268333,6.392,"1,088,544.70",,,
13,25/11/2011,"2,864,170.61",1,38.89,3.445,129.8364,6.392,"1,090,396.61",,,
13,02/12/2011,"2,051,315.66",0,33.94,3.389,129.8459667,6.392,"1,075,428.91",,,
13,09/12/2011,"2,462,779.06",0,24.82,3.341,129.8555333,6.392,"1,075,556.00",,,
13,16/12/2011,"2,760,346.71",0,27.85,3.282,129.8980645,6.392,"1,067,675.35",,,
13,23/12/2011,"3,556,766.03",0,24.76,3.186,129.9845484,6.392,"1,054,777.34",,,
13,30/12/2011,"1,969,056.91",1,31.53,3.119,130.0710323,6.392,"1,025,355.30",,,
13,06/01/2012,"1,865,752.78",0,33.8,3.08,130.1575161,6.104,"1,028,179.31",,,
13,13/01/2012,"1,794,962.64",0,25.61,3.056,130.244,6.104,"1,032,820.58",,,
13,20/01/2012,"1,811,606.21",0,32.71,3.047,130.2792258,6.104,"1,039,578.04",,,
13,27/01/2012,"1,733,983.09",0,34.32,3.058,130.3144516,6.104,"1,045,445.53",,,
13,03/02/2012,"1,927,780.74",0,31.39,3.077,130.3496774,6.104,"1,053,735.96",,,
13,10/02/2012,"2,069,284.57",1,33.73,3.116,130.3849032,6.104,"1,057,343.77",,,
13,17/02/2012,"2,214,477.06",0,36.57,3.119,130.4546207,6.104,"1,057,582.09",,,
13,24/02/2012,"1,929,768.03",0,35.38,3.145,130.5502069,6.104,"1,056,183.15",,,
13,02/03/2012,"1,969,742.76",0,32.36,3.242,130.6457931,6.104,"1,059,744.58",,,
13,09/03/2012,"1,986,445.65",0,38.24,3.38,130.7413793,6.104,"1,062,386.11",,,
13,16/03/2012,"2,025,582.62",0,52.5,3.529,130.8261935,6.104,"1,064,131.24",,,
13,23/03/2012,"1,904,421.74",0,47.83,3.671,130.8966452,6.104,"1,065,886.09",,,
13,30/03/2012,"1,948,982.70",0,53.2,3.734,130.9670968,6.104,"1,069,652.33",,,
13,06/04/2012,"2,271,614.76",0,48.85,3.793,131.0375484,5.965,"1,072,713.41",,,
13,13/04/2012,"2,057,637.86",0,51.7,3.833,131.108,5.965,"1,067,996.39",,,
13,20/04/2012,"1,955,689.12",0,50.24,3.845,131.1173333,5.965,"1,069,491.86",,,
13,27/04/2012,"1,970,121.65",0,64.8,3.842,131.1266667,5.965,"1,072,649.47",,,
13,04/05/2012,"1,995,994.51",0,54.41,3.831,131.136,5.965,"1,076,227.63",,,
13,11/05/2012,"2,080,764.17",0,56.47,3.809,131.1453333,5.965,"1,078,272.56",,,
13,18/05/2012,"2,131,900.55",0,65.17,3.808,131.0983226,5.965,"1,078,860.75",,,
13,25/05/2012,"2,043,349.41",0,62.39,3.801,131.0287742,5.965,"1,079,102.63",,,
13,01/06/2012,"2,035,431.39",0,61.11,3.788,130.9592258,5.965,"1,079,871.09",,,
13,08/06/2012,"2,182,437.90",0,68.4,3.776,130.8896774,5.965,"1,080,619.50",,,
13,15/06/2012,"2,152,229.11",0,65.97,3.756,130.8295333,5.965,"1,078,966.89",,,
13,22/06/2012,"2,094,373.00",0,72.89,3.737,130.7929,5.965,"1,079,066.17",,,
13,29/06/2012,"2,037,663.71",0,82,3.681,130.7562667,5.965,"1,081,637.32",,,
13,06/07/2012,"2,184,980.35",0,79.23,3.63,130.7196333,5.765,"1,085,411.26",,,
13,13/07/2012,"2,002,750.99",0,83.68,3.595,130.683,5.765,"1,085,189.10",,,
13,20/07/2012,"2,053,089.32",0,75.69,3.556,130.7012903,5.765,"1,089,666.76",,,
13,27/07/2012,"1,914,430.53",0,80.42,3.537,130.7195806,5.765,"1,093,312.14",,,
13,03/08/2012,"2,044,148.23",0,81.99,3.512,130.737871,5.765,"1,099,333.84",,,
13,10/08/2012,"2,041,019.92",0,81.69,3.509,130.7561613,5.765,"1,102,250.17",,,
13,17/08/2012,"2,095,769.18",0,79.4,3.545,130.7909677,5.765,"1,105,211.04",,,
13,24/08/2012,"2,059,458.25",0,77.37,3.582,130.8381613,5.765,"1,107,266.57",,,
13,31/08/2012,"2,073,855.42",0,79.18,3.624,130.8853548,5.765,"1,110,033.22",,,
13,07/09/2012,"2,165,796.31",1,70.65,3.689,130.9325484,5.765,"1,112,593.19",,,
13,14/09/2012,"1,919,917.03",0,68.55,3.749,130.9776667,5.765,"1,111,784.93",,,
13,21/09/2012,"1,938,379.66",0,67.96,3.821,131.0103333,5.765,"1,116,797.22",,,
13,28/09/2012,"1,927,664.11",0,64.8,3.821,131.043,5.765,"1,121,424.70",,,
13,05/10/2012,"2,041,918.74",0,61.79,3.815,131.0756667,5.621,"1,126,443.82",,,
13,12/10/2012,"1,999,079.44",0,55.1,3.797,131.1083333,5.621,"1,128,663.25",,,
13,19/10/2012,"2,018,010.15",0,52.06,3.781,131.1499677,5.621,"1,131,762.09",,,
13,26/10/2012,"2,035,189.66",0,46.97,3.755,131.1930968,5.621,"1,134,884.69",,,
14,05/02/2010,"2,623,469.95",0,27.31,2.784,181.8711898,8.992,"1,136,914.90",,,
14,12/02/2010,"1,704,218.84",1,27.73,2.773,181.982317,8.992,"1,137,971.19",,,
14,19/02/2010,"2,204,556.70",0,31.27,2.745,182.0347816,8.992,"1,151,385.95",,,
14,26/02/2010,"2,095,591.63",0,34.89,2.754,182.0774691,8.992,"1,157,802.98",,,
14,05/03/2010,"2,237,544.75",0,37.13,2.777,182.1201566,8.992,"1,166,182.18",,,
14,12/03/2010,"2,156,035.06",0,45.8,2.818,182.1628441,8.992,"1,172,072.23",,,
14,19/03/2010,"2,066,219.30",0,48.79,2.844,182.0779857,8.992,"1,178,871.47",,,
14,26/03/2010,"2,050,396.27",0,54.36,2.854,181.9718697,8.992,"1,186,772.26",,,
14,02/04/2010,"2,495,630.51",0,47.74,2.85,181.8657537,8.899,"1,194,690.00",,,
14,09/04/2010,"2,258,781.28",0,65.45,2.869,181.7596377,8.899,"1,195,292.95",,,
14,16/04/2010,"2,121,788.61",0,54.28,2.899,181.6924769,8.899,"1,199,528.86",,,
14,23/04/2010,"2,138,144.91",0,53.47,2.902,181.6772564,8.899,"1,205,397.47",,,
14,30/04/2010,"2,082,355.12",0,53.15,2.921,181.6620359,8.899,"1,210,807.64",,,
14,07/05/2010,"2,370,116.52",0,70.75,2.966,181.6468154,8.899,"1,217,279.73",,,
14,14/05/2010,"2,129,771.13",0,54.26,2.982,181.6612792,8.899,"1,218,879.40",,,
14,21/05/2010,"2,108,187.10",0,62.62,2.958,181.8538486,8.899,"1,224,053.97",,,
14,28/05/2010,"2,227,152.16",0,69.27,2.899,182.0464181,8.899,"1,229,152.09",,,
14,04/06/2010,"2,363,601.47",0,75.93,2.847,182.2389876,8.899,"1,231,481.20",,,
14,11/06/2010,"2,249,570.04",0,69.71,2.809,182.4315571,8.899,"1,232,041.99",,,
14,18/06/2010,"2,248,645.59",0,72.62,2.78,182.4424199,8.899,"1,234,464.34",,,
14,25/06/2010,"2,246,179.91",0,79.32,2.808,182.3806,8.899,"1,236,432.85",,,
14,02/07/2010,"2,334,788.42",0,76.61,2.815,182.3187801,8.743,"1,238,064.86",,,
14,09/07/2010,"2,236,209.13",0,82.45,2.793,182.2569603,8.743,"1,237,970.30",,,
14,16/07/2010,"2,130,287.27",0,77.84,2.783,182.2604411,8.743,"1,239,140.15",,,
14,23/07/2010,"2,044,155.39",0,81.46,2.771,182.3509895,8.743,"1,241,968.83",,,
14,30/07/2010,"2,054,843.28",0,79.78,2.781,182.4415378,8.743,"1,246,022.92",,,
14,06/08/2010,"2,219,813.50",0,77.17,2.784,182.5320862,8.743,"1,249,573.00",,,
14,13/08/2010,"2,052,984.81",0,78.44,2.805,182.6226346,8.743,"1,250,464.42",,,
14,20/08/2010,"2,057,138.31",0,76.01,2.779,182.6165205,8.743,"1,253,577.08",,,
14,27/08/2010,"2,020,332.07",0,71.36,2.755,182.6104063,8.743,"1,256,320.96",,,
14,03/09/2010,"2,182,563.66",0,78.37,2.715,182.6042922,8.743,"1,259,283.97",,,
14,10/09/2010,"2,191,767.76",1,70.87,2.699,182.598178,8.743,"1,259,854.61",,,
14,17/09/2010,"1,953,539.85",0,66.55,2.706,182.622509,8.743,"1,260,047.70",,,
14,24/09/2010,"1,879,891.13",0,68.59,2.713,182.6696737,8.743,"1,263,752.51",,,
14,01/10/2010,"1,855,703.66",0,70.58,2.707,182.7168385,8.724,"1,268,526.79",,,
14,08/10/2010,"2,091,663.20",0,56.49,2.764,182.7640032,8.724,"1,273,317.22",,,
14,15/10/2010,"1,932,162.63",0,58.61,2.868,182.8106203,8.724,"1,274,448.33",,,
14,22/10/2010,"1,936,621.09",0,53.15,2.917,182.8558685,8.724,"1,277,691.75",,,
14,29/10/2010,"1,984,768.34",0,61.3,2.921,182.9011166,8.724,"1,280,512.73",,,
14,05/11/2010,"2,078,417.47",0,45.65,2.917,182.9463648,8.724,"1,282,479.32",,,
14,12/11/2010,"2,092,189.06",0,46.14,2.931,182.9916129,8.724,"1,282,831.67",,,
14,19/11/2010,"1,968,462.58",0,50.02,3,182.8989385,8.724,"1,282,730.98",,,
14,26/11/2010,"2,921,709.71",1,46.15,3.039,182.7832769,8.724,"1,284,224.47",,,
14,03/12/2010,"2,258,489.63",0,40.93,3.046,182.6676154,8.724,"1,268,645.08",,,
14,10/12/2010,"2,600,519.26",0,30.54,3.109,182.5519538,8.724,"1,264,609.84",,,
